Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
13/03/2019 17:00,20.9,8.5,5.1,35.4,25.8,5.6,21.7,16.1,3.7
13/03/2019 18:00,20.6,9.1,5.3,38.3,31.8,12,22.7,18.8,5.3
13/03/2019 19:00,21.1,8.9,5.7,53.2,44.7,18.9,19.8,17.3,2.9
13/03/2019 20:00,23.4,11.2,7.7,39.8,31.5,10.1,24.1,18.4,3.1
13/03/2019 21:00,22.7,10.8,6.1,44.5,35.1,12.8,35.4,33.4,16.9
13/03/2019 22:00,23.5,11,5.9,44.5,36.1,14,40.8,38.4,21.7
13/03/2019 23:00,23.3,10.5,6.3,45.6,35.9,11.9,55.6,46.4,30.9
14/03/2019 00:00,33.4,22.9,18,47.8,36.8,16.6,50.1,41.7,27.6
14/03/2019 01:00,33.3,22.1,19,46,34.1,16.5,46,37.9,24.8
14/03/2019 02:00,46.9,36.6,31.9,45,32,14.2,42.5,35.6,22.4
14/03/2019 03:00,58.9,47.7,44.9,41.8,30.8,13,43,37.1,24.3
14/03/2019 04:00,31.6,21.1,18.2,40,30.2,12.4,35.4,29.6,17.4
14/03/2019 05:00,29.4,19,16.4,38.6,29.6,11.3,38.3,32.7,20.8
14/03/2019 06:00,42,33.5,31.7,36.3,28.5,10.2,31,27.1,14.3
14/03/2019 07:00,30.7,17.5,15.6,28.2,20,8.4,26.3,21.9,9.3
14/03/2019 08:00,25.4,11.7,9.5,23.4,15.4,7.4,26.6,23.7,10.7
14/03/2019 09:00,23.2,10.2,5.5,29.3,20.1,4.7,24.5,20.9,8.7
14/03/2019 10:00,20.7,10.2,5.2,28.6,24.5,12.8,20.4,16.1,2.6
14/03/2019 11:00,32,19.1,16.9,29.8,21.1,5.8,20.4,15.5,2.7
14/03/2019 12:00,19.9,8.1,5.1,34.6,28,8.1,22,17.1,4.5
14/03/2019 13:00,20.4,8.1,5,32,27.4,5.6,27.3,19.6,6.8
14/03/2019 14:00,20.3,8.2,6,38.3,27.6,10.5,22.5,15.6,2.5
14/03/2019 15:00,25,9.1,6,43.8,33.3,13.7,22.5,17.2,3.5
14/03/2019 16:00,20.8,8.1,4.6,39.3,27.3,8.1,22.5,17,4.9
14/03/2019 17:00,23.8,12.2,6.6,35.5,23.3,4.7,28.7,20,8.2
14/03/2019 18:00,30,9.9,7.3,35.4,23.9,5.5,23.8,16.7,3.7
14/03/2019 19:00,25.4,9.7,5.9,27.9,19.1,5.4,30.3,19.5,5.6
14/03/2019 20:00,21.7,9.9,5.5,31.1,24,10.9,28.9,19.8,5.2
14/03/2019 21:00,22.7,10.7,5.9,32.4,26.2,12.2,32.1,26,8.9
14/03/2019 22:00,22.8,11.7,6.8,34.2,28.5,9.3,35.4,28.7,12.9
14/03/2019 23:00,23.7,10.7,6,30.8,22.8,5.5,46.9,42.7,25.6
15/03/2019 00:00,32.7,20.1,14.7,38.1,32.2,14,44.6,39.7,27
15/03/2019 01:00,33.4,20.5,17.2,36.6,28.2,11.3,51.2,46.1,31.8
15/03/2019 02:00,31.3,19.4,15.7,36.8,27.3,10.4,46.9,40.3,26.8
15/03/2019 03:00,36.5,24.7,21.8,40.2,30.2,13.4,46.3,39.4,26.9
15/03/2019 04:00,67.1,54.7,52.9,41.6,30.5,13.9,30.2,23.1,11.3
15/03/2019 05:00,41.3,28.9,26.8,40.6,29.8,13.5,40.6,33.5,22
15/03/2019 06:00,30.1,18.1,15.1,40.4,30.5,13.8,38.5,31.5,20.2
15/03/2019 07:00,38.3,25,22.9,38.5,28.8,12,26.8,21.1,9.2
15/03/2019 08:00,27.5,10,6.7,30.4,21.2,9.6,26.7,21.8,9
15/03/2019 09:00,21.6,8.2,5.3,31,22.4,5.9,25,19,6.5
15/03/2019 10:00,20.7,8.8,6.7,31.1,22,5.3,31.5,18.8,6.3
15/03/2019 11:00,21.2,18.4,4.9,34.7,23.8,6,25.1,21.5,8
15/03/2019 12:00,23.3,13.6,5.5,29.9,20.2,5.1,27.4,20.8,6.5
15/03/2019 13:00,27,21.8,14.3,31.4,20.9,5.5,24.9,19.3,6.6
15/03/2019 14:00,24.5,12.3,9.3,22.5,15.5,7.5,28.7,18.1,5.9
15/03/2019 15:00,27,14.5,12,21.2,15.4,5.1,24.6,16.3,3.7
15/03/2019 16:00,22.8,9.4,7.9,20.7,13.9,4.7,21.3,15.3,3.2
15/03/2019 17:00,21.7,7.1,8,20.4,14.1,5.1,22.7,17.1,3.9
15/03/2019 18:00,21.6,8.3,5.4,21.6,15.8,7,27.3,19.6,6.4
15/03/2019 19:00,22,7.9,6.9,23.6,19.9,15.2,25,18.5,3.8
15/03/2019 20:00,23.2,8.3,6.1,22.9,18.4,5.3,24.1,19.6,5.8
15/03/2019 21:00,22.2,8.7,6.3,23.5,18.1,5.2,28.1,21.8,7.6
15/03/2019 22:00,20.9,8.7,5.7,23.6,18.1,5.2,24.3,18.3,3.2
15/03/2019 23:00,20.8,8.7,5.6,23.9,17.5,5.3,26.2,19.5,3.3
16/03/2019 00:00,19.3,8.3,4.9,22.7,16.4,4.5,23.3,18.5,2.9
16/03/2019 01:00,17.6,6.5,4.2,18.5,13.5,3.9,17.9,15.3,2.7
16/03/2019 02:00,17.5,6.9,4.8,20.4,14.6,5.4,17.7,13.8,2.7
16/03/2019 03:00,18,6.7,4.4,19.2,13.9,5,17.6,13.4,2.8
16/03/2019 04:00,17.6,6.5,4.5,19.3,12.3,4.3,18.6,13.4,2.8
16/03/2019 05:00,17.4,6.3,4.6,20.2,15.7,5.2,19.6,13.7,2.6
16/03/2019 06:00,17,6.2,4.2,22.5,14.7,7,18.6,13.6,2.7
16/03/2019 07:00,16.9,5.9,4.7,20.6,12.6,4.3,18.8,13.5,2.8
16/03/2019 08:00,17.1,6.8,4.7,22.7,16.1,6.7,19.2,14.4,4.1
16/03/2019 09:00,18.2,7.7,5,20.4,12.7,3.9,19.9,13.3,3.4
16/03/2019 10:00,21.3,9.6,5.9,21.2,15,6.1,21,15.3,6.5
16/03/2019 11:00,25.4,11.8,11.5,21.4,13.7,4.7,20.8,13.8,3.8
16/03/2019 12:00,23.5,10.7,8.6,21.5,13.4,4.9,20.5,14.3,4
16/03/2019 13:00,38.5,29.1,25,53.6,45.4,32.1,50.4,46.6,37
16/03/2019 14:00,51.8,38.9,37,42.6,33.6,22.1,81.9,72.6,62.9
16/03/2019 15:00,20.4,9.3,6.2,22.9,13.5,5.9,67.7,60.5,49.2
16/03/2019 16:00,20.8,9.9,8.5,23.5,15.1,4.1,53.4,48.8,38.3
16/03/2019 17:00,20.7,8.2,8,27,18.3,8.9,41.9,29.1,17.1
16/03/2019 18:00,49.4,37.1,35.7,26.5,24,10.2,34.7,28.8,16.4
16/03/2019 19:00,53.6,43.4,37.5,29.1,23.8,12.2,38.8,29.7,16.4
16/03/2019 20:00,49.1,40.1,35.8,28.6,20,7.6,36.4,30,15.7
16/03/2019 21:00,53,40.7,37.5,28.8,20.4,6.5,34.2,31.3,16.3
16/03/2019 22:00,41.2,26.3,22,30.5,19.2,9.1,35.8,32.4,15.2
16/03/2019 23:00,46.2,31.3,27.9,32.2,19.5,6.6,37.9,34.8,16.7
17/03/2019 00:00,36.9,21.5,19.9,28.5,16.5,5.3,33.1,27.1,11.9
17/03/2019 01:00,37.6,24.2,19.3,26.3,16,5.3,33.6,26.7,13.5
17/03/2019 02:00,35.1,21.3,18.8,22.7,15,5.1,54.8,47.2,36.1
17/03/2019 03:00,49.4,36.4,35.5,22.5,14.4,5,47.2,39.9,29.8
17/03/2019 04:00,32.5,20.2,17.4,22.6,16.1,8,40.8,33.9,23.5
17/03/2019 05:00,43,31.8,29.4,21.5,16.3,8.1,41.3,34.3,24
17/03/2019 06:00,27.3,16.1,13.4,24.2,17.3,9.3,39.8,33.7,23.7
17/03/2019 07:00,25.7,14.4,12.2,20.5,12.9,4.9,40.4,34.5,24.9
17/03/2019 08:00,30.9,19.7,17.7,20.8,13.1,4.5,40.8,34.8,23.8
17/03/2019 09:00,24.2,12.7,10,20.7,13.1,4.3,31.6,24.3,13.8
17/03/2019 10:00,22.8,10.2,8.8,22.6,15.5,6.1,25,18.1,6.7
17/03/2019 11:00,22.8,8.7,6.4,20.7,15.9,5,22.1,15.5,2.9
17/03/2019 12:00,24.5,8.4,5.1,21.5,21.4,12.6,23.3,15.1,2.8
17/03/2019 13:00,27.6,10.7,10.5,25.2,17.4,8,23.4,15.5,2.8
17/03/2019 14:00,27.1,13.1,8.8,23.2,15.7,5.1,23.9,16.5,3.8
17/03/2019 15:00,29.7,11.7,8.6,24.5,18.5,7,32,17.9,6.9
17/03/2019 16:00,34.7,20.3,18.6,28,21.4,12.3,26.7,17.6,5.5
17/03/2019 17:00,23.5,8.1,6,23.2,16.4,7.6,26.8,18.6,6.5
17/03/2019 18:00,24.6,8.5,6.9,27.3,17.1,5.6,32.2,25.4,11.8
17/03/2019 19:00,34.6,19.7,17.9,30.8,17.1,4.9,46.5,39,25.2
17/03/2019 20:00,30.6,16,13.6,27.7,18.4,10.6,47.6,36.6,21.5
17/03/2019 21:00,29.2,17.6,13.3,28.3,20.1,8.3,40.6,30.8,15.8
17/03/2019 22:00,23.5,12.1,7.6,26.1,19.5,5.6,35.4,29.5,17.9
17/03/2019 23:00,36.5,24.5,20.5,28.6,21.9,9.3,37.5,30.9,16.2
18/03/2019 00:00,42.8,31.4,27,24.4,16.2,5.7,32.7,26.5,11.9
18/03/2019 01:00,33.6,22.2,18.4,23.7,14.3,6.1,32.4,25,10.4
18/03/2019 02:00,32.3,20.8,17.9,22,14.6,5.5,31.9,24.7,11.1
18/03/2019 03:00,60.7,49,47.1,21.9,17.8,6.1,30.3,24.2,10.9
18/03/2019 04:00,52.7,41.3,38.8,23.9,16.2,7.6,28.5,22.3,10
18/03/2019 05:00,31.5,20.4,17.8,21.3,12.6,4.9,28.4,21.9,10.1
18/03/2019 06:00,29.3,18.4,15.6,21.1,13.2,5.7,30.2,23.2,11.9
18/03/2019 07:00,28.8,15.9,13.3,20.5,13,5.4,28.1,20.7,10.1
18/03/2019 08:00,27.7,10.2,7.1,21.2,14.3,5.8,28.1,21.4,8.9
18/03/2019 09:00,20.9,7.8,5.1,20.5,14.8,5.3,27.8,20,8.4
18/03/2019 10:00,19.5,6.9,5.2,22.9,14.7,5.2,32.4,22.5,9.8
18/03/2019 11:00,21,8.5,5.6,23.6,16.7,6.5,26.2,20,6.6
18/03/2019 12:00,23.8,7.7,5.5,23.3,16.9,5.7,23.1,16.1,3
18/03/2019 13:00,23,12.1,9.1,20.9,15.3,4.8,23.4,16.8,2.8
18/03/2019 14:00,33.4,22.9,18.4,22.4,14.1,5.3,24.7,15.1,2.9
18/03/2019 15:00,29.3,14.9,12.5,22.8,15.3,5,24.6,15.4,3
18/03/2019 16:00,24,10.3,7.1,22.9,14.4,6.4,29.3,22.7,9.8
18/03/2019 17:00,21,8.9,6,24,16.3,7.9,31.4,27.4,15
18/03/2019 18:00,20.3,8.8,6,24,18.4,6,38.5,30.5,17.3
18/03/2019 19:00,44.8,31.5,30.6,33.8,20.8,11.9,49,35.2,19.3
18/03/2019 20:00,32.7,16.4,14.4,31.1,23.1,12.4,44.7,36.1,18.7
18/03/2019 21:00,25.2,14.2,10.4,26.5,20.1,5.4,39.5,32.4,15.8
18/03/2019 22:00,66.9,62.7,58.4,29.3,19.7,7.1,73.1,67.6,52.2
18/03/2019 23:00,37.3,25.1,23.8,28.2,21.2,8.4,73.4,66.4,51.1
19/03/2019 00:00,40.7,26.6,22.3,24.1,17.5,5.1,37.7,32.2,18.7
19/03/2019 01:00,38.8,25.2,22.2,25.6,19.3,9.2,31.8,28.2,11.2
19/03/2019 02:00,33.5,19.8,18.4,24.6,19.7,8.3,32.6,25.8,11.5
19/03/2019 03:00,31.9,19.9,18,21.3,13.9,5.2,29.8,22.9,9.8
19/03/2019 04:00,61.4,48.6,47.8,21.7,12.8,5.1,29.6,22.5,9.6
19/03/2019 05:00,54,41.8,41.4,21.2,12.7,4.9,28.3,21,8.8
19/03/2019 06:00,27.2,15.6,13.6,20.8,11.7,4.7,30.6,22.9,11.1
19/03/2019 07:00,25.4,13.8,12,21.2,12.6,4.5,32.3,28.8,15.7
19/03/2019 08:00,23.4,10.6,7.7,21.9,13.9,4.4,31.1,23.8,11.1
19/03/2019 09:00,25.7,14.2,11.3,20.3,13.6,4,26.7,22,9.6
19/03/2019 10:00,22,7.9,5.8,21.2,17.3,7.3,29.3,27.5,14.9
19/03/2019 11:00,35.9,21.7,20.5,21.2,13.9,4.5,29.3,23,9.3
19/03/2019 12:00,24.9,10.3,8.1,24.8,19.8,10.1,31.9,22.1,8.1
19/03/2019 13:00,22.1,8.4,7.5,21.6,13.8,5.1,32,24.1,12.7
19/03/2019 14:00,23.6,8.8,11.9,22.7,13.2,4.6,28,21.5,7.4
19/03/2019 15:00,27.6,13.4,11.8,25.7,18,6.2,22.1,17.8,3.2
19/03/2019 16:00,22.5,9.5,6.2,23.6,15.8,5.1,22.2,16.2,2.1
19/03/2019 17:00,25.1,11,8.2,22.7,15.8,4.3,24,18.1,3.9
19/03/2019 18:00,24.4,10.7,8.4,27.3,18.7,7.4,22.8,19.7,5.5
19/03/2019 19:00,26.3,10.3,7.5,28.9,17.2,8.2,32.5,23.8,7.3
19/03/2019 20:00,31.1,18.6,12.5,27.6,20.8,11.2,38.4,31.9,15.9
19/03/2019 21:00,22.2,10.6,8,27.6,21.3,9.3,33,27.5,11.1
19/03/2019 22:00,36.4,24.7,20.3,25.7,19.6,6.8,39.9,32.6,19
19/03/2019 23:00,59.6,42.6,38.4,25.3,23.3,8.7,65.8,56.8,42.6
20/03/2019 00:00,58.2,37.2,32.9,29,22.8,11,44.4,37.2,20.6
20/03/2019 01:00,39.9,27.1,21.3,27.1,18.8,9.4,32.3,24.7,11.3
20/03/2019 02:00,35,21.5,18.7,24.1,13.8,6.8,31.3,25.1,12.2
20/03/2019 03:00,34,21,18.4,22.7,13.4,5.6,30.3,23.3,11.6
20/03/2019 04:00,52.5,39.9,38.4,21.6,13.6,5.6,31.2,24.9,12.9
20/03/2019 05:00,46,33.3,31.9,21.6,12.2,5.6,28.5,22.2,9.7
20/03/2019 06:00,28.1,15.4,13.9,21.4,11.9,5.4,27.4,20.9,8.4
20/03/2019 07:00,27.5,16,13.8,20.8,12.7,4.5,28.1,22,9.2
20/03/2019 08:00,22.8,8.9,6.2,21.6,13.3,4.5,30.6,24.8,11.9
20/03/2019 09:00,25,11.5,8,21.7,16.3,5.1,26.4,22,9.2
20/03/2019 10:00,20.6,7.3,5.3,24.7,17.7,6.8,28.9,23.2,9.5
20/03/2019 11:00,28,7.3,4.9,21.6,14.5,4.6,25.3,18.7,5.3
20/03/2019 12:00,25.3,8.1,5.4,23,13.7,4.4,25.9,16.3,2.7
20/03/2019 13:00,24.2,8.1,5,22.3,14.8,5,26.1,16.9,2.5
20/03/2019 14:00,22.4,7.5,5.1,21.8,16.3,5,25.9,18.4,3
20/03/2019 15:00,21.8,8.3,7.2,22,15.1,4.6,27.5,17.3,2.1
20/03/2019 16:00,21.2,10.4,4.5,22.5,15.3,5,23.7,16.2,2.3
20/03/2019 17:00,25.1,11.1,7.6,24.3,16,6.5,24.5,16.7,2.2
20/03/2019 18:00,24.6,12.9,7,27,15.7,6.6,24.1,16.3,2.9
20/03/2019 19:00,23.6,12.9,7.4,26.8,18.2,7,26.7,18.3,3.3
20/03/2019 20:00,26.6,14.6,11.2,28.4,20.1,8.9,34.7,24.8,9.4
20/03/2019 21:00,46,34,31.9,24.6,20.7,7.6,34.7,29.1,14.8
20/03/2019 22:00,23.2,10.3,7.4,25.1,21,5.6,75.2,68.6,54.7
20/03/2019 23:00,41.7,32.2,29.5,25.1,21.1,5.7,72.5,64.8,50.8
21/03/2019 00:00,42,30.1,26,24.4,17.7,6.8,39,31.1,17
21/03/2019 01:00,34.4,21,20.4,23.7,16.4,6,31.6,25.4,10.8
21/03/2019 02:00,45.7,32.6,30.5,22.9,14.9,5.4,65.6,57.8,45.8
21/03/2019 03:00,68.1,55,54.2,22.1,13.7,5.4,54.9,48,35.9
21/03/2019 04:00,30.6,19.6,17.2,21.2,14.5,5.3,39.3,32.2,21
21/03/2019 05:00,30.1,17.8,15.5,20.5,14,5.1,42.8,36.1,24.3
21/03/2019 06:00,33.8,22.7,20.7,59.9,53.3,38.3,33.8,27.1,14.6
21/03/2019 07:00,36.6,21.8,19.8,23.4,17.5,7.6,36.4,31.3,18.5
21/03/2019 08:00,21.8,9.3,6.5,21,14.2,5.3,43.9,36.7,24.6
21/03/2019 09:00,21.7,11.6,9.1,20.5,15.6,4.2,40.1,32.8,19.8
21/03/2019 10:00,22.6,13.8,10.9,20.2,15.6,4.8,36.5,29.5,15.3
21/03/2019 11:00,27.7,17,11.2,61,53.3,37.1,24.8,17.7,3.2
21/03/2019 12:00,26.5,11.2,9.2,25.6,19.4,9.3,22.7,16,2.5
21/03/2019 13:00,20.7,8.2,6.3,54.3,49.8,33.6,24.3,16.4,2.9
21/03/2019 14:00,21.9,9.9,8.6,22.3,15.3,5.6,23.7,17.6,2.9
21/03/2019 15:00,27.8,10.2,7.9,16.2,8.3,3.2,23.3,17.1,2.3
21/03/2019 16:00,24.9,11.1,8,19.2,9.7,3.9,24.9,17.4,2.4
21/03/2019 17:00,21.8,8.2,5,16.9,8.4,1.4,23.5,15.6,2.3
21/03/2019 18:00,21.2,8.5,5.8,16.3,9.3,2.7,26.1,18,5.1
21/03/2019 19:00,24.8,9.3,6,66,57.5,40.4,27.4,23.9,7.1
21/03/2019 20:00,25.4,12,6,24.7,18,5.2,49,44.7,29
21/03/2019 21:00,47.9,35.4,30.3,28.1,18,6.1,52.1,44.4,29.3
21/03/2019 22:00,30.8,15.8,12.7,27.4,23,5.4,53.2,46,31.1
21/03/2019 23:00,36.5,22.4,20.1,24.6,20.4,4.8,51.2,45.1,30.4
22/03/2019 00:00,37.7,23.3,20.2,25.8,27.4,11.3,45.2,39.3,25.4
22/03/2019 01:00,36.6,21.5,18.7,26.4,22.9,8.4,45.2,37.1,23.5
22/03/2019 02:00,36.8,20.8,18.1,27.8,21.8,10.6,43.6,37.2,23.6
22/03/2019 03:00,33.2,20.6,18.4,24.1,18.2,8.1,35.2,29.1,16.5
22/03/2019 04:00,61.2,48.4,48,21.7,17.1,7.3,37.9,31.2,20.2
22/03/2019 05:00,54.4,42.2,42,25.9,20.5,9.7,28,21.4,10.2
22/03/2019 06:00,27.8,16.3,14.9,21.8,15.4,6.3,27.3,20.8,8.9
22/03/2019 07:00,28.3,16.3,15.3,21.3,13.1,4.1,34.5,26.5,14.3
22/03/2019 08:00,26.7,11,8.1,46.1,37.1,24.4,39.2,32.6,20.6
22/03/2019 09:00,21.7,7,4.5,26.1,19,8.6,33.7,27.6,14
22/03/2019 10:00,26.4,11.6,10.5,21.8,13.9,4,21.4,16.8,1.6
22/03/2019 11:00,21.8,8,4.8,23.2,16.1,7.2,22.5,16.1,1.8
22/03/2019 12:00,22.8,13.4,11.4,28.5,15.4,5.3,24.7,15.9,2.7
22/03/2019 13:00,26.7,11.6,8.7,22.2,17,8.6,22.4,15.8,2
22/03/2019 14:00,21.2,7.8,9.3,24.3,17.8,10.7,24.4,16.2,2.5
22/03/2019 15:00,21.6,7.8,5.4,21.6,15.6,6,23.6,17.9,1.6
22/03/2019 16:00,20,7.5,4.6,20.6,12.2,4.6,24.4,21.4,10.5
22/03/2019 17:00,25.3,12.7,9.6,21.6,15.1,6.5,26.5,19.9,7.5
22/03/2019 18:00,25.4,13.4,9.8,28,21.9,11,25.5,18.8,3.4
22/03/2019 19:00,29.9,19.9,14.9,24.9,20.4,6.5,25.3,19.4,3.8
22/03/2019 20:00,22,9.1,6.1,25.2,18.9,6.9,53.7,41.7,28.6
22/03/2019 21:00,32.3,20.8,17.7,25.2,22.6,7.3,46.3,40.1,24.7
22/03/2019 22:00,44.6,32.8,30.1,29.5,21,8.7,50.3,44.4,27.9
22/03/2019 23:00,35.7,24.5,21.2,27,17.4,5.7,49.6,44.3,27.7
23/03/2019 00:00,35.7,23.1,19,24.2,19.5,7.7,35.9,32.1,15
23/03/2019 01:00,36.9,23,19.4,24.5,16.1,6,35.6,27.6,11.1
23/03/2019 02:00,36.3,23.5,20.8,23.3,15,5.3,33.1,25.1,11.8
23/03/2019 03:00,34.6,21.6,20.6,22.2,14.1,5.1,29.5,23.6,10
23/03/2019 04:00,69.8,56.7,56.1,24.2,16.4,8.3,32,25.3,12.1
23/03/2019 05:00,43.6,30.7,29.5,20.9,13.8,5.1,44.4,37.2,24.9
23/03/2019 06:00,30.2,17.7,16.9,21.2,13.5,5.3,43.4,35.3,22.4
23/03/2019 07:00,27.3,14.7,13.4,21,14.1,4.8,40.9,34.8,21.7
23/03/2019 08:00,20.1,7.5,5.3,20.8,13.5,4.6,40.8,33.9,21.3
23/03/2019 09:00,21.6,10.1,7.5,21.2,13.5,3.8,41,34.5,21.2
23/03/2019 10:00,21.3,7.9,5.4,21,13.1,3.8,26.1,21.1,6.6
23/03/2019 11:00,29.5,18.9,13,21.3,12.5,4.1,24.2,18,2.5
23/03/2019 12:00,24.8,11.3,7.4,21.2,14.2,8,26.9,25.7,10.7
23/03/2019 13:00,24.1,9,6.3,25.2,19.8,11.5,29,17.1,1.8
23/03/2019 14:00,24.1,11.6,8.4,27.2,18.2,9.8,27.1,20.6,5.5
23/03/2019 15:00,21.6,10.1,5.4,29.6,18.1,8.1,29.5,17.5,2
23/03/2019 16:00,26,9.5,5,24.9,17.2,7.6,25.2,17.3,1.7
23/03/2019 17:00,24.1,8.3,5.3,26.7,17.1,7.3,24.6,17.6,2.8
23/03/2019 18:00,20.9,8.7,5.9,23.9,14.1,5.6,25.4,17.4,3.2
23/03/2019 19:00,23,8.9,6.6,26.5,16.5,6,31.3,20.7,4.7
23/03/2019 20:00,26.5,12.8,11.1,28.9,19.7,5.6,42.2,34.5,19.6
23/03/2019 21:00,49.5,38.3,35,29.9,20.1,9.4,52.9,44.2,30.4
23/03/2019 22:00,43.8,31.3,27.7,27.7,22.3,13.2,50.8,47.1,35.5
23/03/2019 23:00,35.1,22.4,18.8,24.2,19.7,8.6,49.2,44.2,30.5
24/03/2019 00:00,33.9,23.8,18.3,24.4,16.9,6,54.5,47.9,32.2
24/03/2019 01:00,33.6,22,18.7,29.3,23.4,11.6,49.7,42.5,28.2
24/03/2019 02:00,54,41,40.1,23.8,15.2,5.4,44.7,36.4,22.8
24/03/2019 03:00,50.2,37.5,36.9,23.7,14.6,5.8,42.1,35.1,22.8
24/03/2019 04:00,31.6,20.5,18.4,23.3,13.6,5.8,41.8,35.3,22.6
24/03/2019 05:00,29,18.6,16.3,22.4,13.4,5.3,34.9,28.6,16.1
24/03/2019 06:00,37.9,26.2,24.9,21.7,13.3,5,36.7,30.8,18.4
24/03/2019 07:00,43.5,31.2,30.2,22.3,13.3,4.4,39.9,35.9,23.1
24/03/2019 08:00,20.3,8.8,6.6,22.2,12.6,4.3,35.5,28.2,15.2
24/03/2019 09:00,19.9,7.4,5,20.9,12.9,4.4,29.7,24.1,10.6
24/03/2019 10:00,20.1,7.6,5.1,21.9,18.3,8.9,28,21.1,7
24/03/2019 11:00,20.2,7.5,5.5,32.1,18.8,10.9,24.8,17.9,3.5
24/03/2019 12:00,21,8.1,5.7,29.7,21,11.1,23,17.1,2
24/03/2019 13:00,24.2,8.4,8.9,30.7,16.4,4.8,25.3,17.8,3.3
24/03/2019 14:00,25,9.8,7.4,27.4,16.1,6.5,25.1,16.7,2.2
24/03/2019 15:00,27.9,12.6,9.1,23.4,20.9,10.8,24.9,18.1,4.2
24/03/2019 16:00,23,9.3,5.4,24,18,6.6,27.4,19.9,5.7
24/03/2019 17:00,22.1,8.6,5.7,24.9,20.4,6.6,27.7,20.2,5.9
24/03/2019 18:00,20.8,9,8.7,26.9,18.6,9,26.7,16.7,2.5
24/03/2019 19:00,22.2,11.1,10.6,23.7,20,9.5,37.4,26.4,10.7
24/03/2019 20:00,37.4,23.5,19.5,24.1,19.2,5.7,44.9,31.4,15.4
24/03/2019 21:00,65.4,51.6,48.2,27.8,17.8,5.9,45.9,40.7,22.9
24/03/2019 22:00,38,26,22.1,26.9,18.9,7.5,51.4,46.7,30.6
24/03/2019 23:00,53.6,38.7,36.9,25.6,19.5,6.3,53.6,46.9,29.9
25/03/2019 00:00,38.9,25.8,23.4,25.8,20.9,8.9,44.2,37.3,18.8
25/03/2019 01:00,40.9,27.5,25.9,27.2,21.2,11.1,35.7,28.7,13.9
25/03/2019 02:00,39.3,28.2,26.1,23.4,15.2,5.9,31.8,24.7,9.3
25/03/2019 03:00,39.6,28,26.3,22.9,15.1,5.2,31,22.9,10.3
25/03/2019 04:00,37.9,26.3,25.2,22.2,13.2,5.2,34.2,25.3,12.9
25/03/2019 05:00,36.5,24.1,23.2,22.5,12.8,5.3,55.6,47.1,36
25/03/2019 06:00,34.4,21.7,20.7,21.8,12.9,5.2,53.3,45,33.9
25/03/2019 07:00,34.6,21.2,20.3,21.8,12.4,4.2,42,35.6,22.4
25/03/2019 08:00,30.2,17.1,15,21.5,13.5,4.4,45.1,37.4,25.2
25/03/2019 09:00,20.2,9.1,4.6,20.8,12.5,4.2,42.1,33.4,21
25/03/2019 10:00,20.2,9.2,5.4,21.2,14.8,6.5,41.5,33.8,20.9
25/03/2019 11:00,21.3,8.3,5.4,23.7,15.4,7,34.4,26.2,11.5
25/03/2019 12:00,26.2,13.7,11.4,28,18,8.1,33.4,22.8,7.3
25/03/2019 13:00,21.5,10.2,9.4,28.3,20.3,8.2,27.2,19.9,5
25/03/2019 14:00,24,12.2,8.6,22.4,18.5,8.3,23.1,17.4,2.6
25/03/2019 15:00,20,8.4,5.3,23.3,15.7,6.7,26.4,19.1,4.5
25/03/2019 16:00,20.4,9.1,4.4,26.2,18.2,8.9,23,14.8,1.6
25/03/2019 17:00,21.6,9.8,4.9,26.5,21.2,7.9,23.6,15.5,1.8
25/03/2019 18:00,20.7,10.7,5.7,22.8,17.4,5.3,27.4,18.9,4.6
25/03/2019 19:00,21.3,11.9,6,24.2,18.3,5.5,39.9,38,22
25/03/2019 20:00,25.5,11.1,7.9,25.9,19.8,6.4,47.6,40,23.8
25/03/2019 21:00,50,40,39.7,24.4,18.5,5.3,41.1,37.6,19.1
25/03/2019 22:00,49.6,36.5,33.8,24.9,18.7,9.9,43.2,32.4,15.4
25/03/2019 23:00,51.2,39.6,38,25.2,19.2,7.2,34.9,29.7,13.3
26/03/2019 00:00,38.2,25.2,21.3,25.6,18.7,5.8,36.2,31.4,14.4
26/03/2019 01:00,34.5,23.7,20.8,23.5,20.7,8.3,32.6,26.6,9.7
26/03/2019 02:00,30.1,20.6,16.1,25,18,7.9,32.5,24.6,10.9
26/03/2019 03:00,45.5,35.8,33.1,22.8,14.8,5.6,30.4,22.5,9
26/03/2019 04:00,45.7,36,33.9,21.6,14.4,5.2,30.2,21,8.3
26/03/2019 05:00,34,23.4,21.7,21.2,13.5,5,28.8,20.4,8.1
26/03/2019 06:00,32.9,22.5,20.3,20.7,13,4.9,65.7,56.9,45.5
26/03/2019 07:00,31.9,20.9,18.6,21.3,12.9,4.1,65.1,57.1,45.2
26/03/2019 08:00,24.6,14.9,11.4,21.1,15.4,4.2,47.6,37.7,26
26/03/2019 09:00,18.7,8.2,6.8,22,13,4,39.1,30.3,17.6
26/03/2019 10:00,19.6,8.3,5.2,21.3,13.2,4.6,32.9,23.5,10
